customer_id,home_store,customer_phone_number,customer_since,loyalty_card_number,birthdate,gender,birth_year
357,3,6286-0611-1961,4/29/2017,804-091-2161,7/5/1957,P,1957
358,3,6283-0586-4136,5/1/2017,703-696-6032,8/20/1957,P,1957
359,3,6289-0532-0148,5/3/2017,291-731-7772,10/6/1957,P,1957
360,3,6288-0167-2265,5/6/2017,092-528-5807,11/22/1957,P,1957
361,3,6289-0119-7580,5/8/2017,854-385-1287,1/7/1958,P,1958
362,3,6280-0328-9499,5/10/2017,430-390-1811,2/23/1958,P,1958
363,3,6288-0772-8854,5/12/2017,769-603-7732,4/10/1958,P,1958
364,3,6287-0731-7305,5/14/2017,821-105-7072,5/27/1958,P,1958
365,3,6280-0271-0132,5/16/2017,783-305-5442,7/13/1958,P,1958
366,3,6281-0295-9951,5/18/2017,883-584-0321,8/28/1958,P,1958
367,3,6284-0641-5106,5/20/2017,531-429-1760,10/14/1958,P,1958
368,3,6283-0157-1434,5/22/2017,907-531-3069,11/29/1958,P,1958
369,3,6285-0177-8856,5/24/2017,534-616-4329,1/15/1959,P,1959
370,3,6285-0136-1591,5/26/2017,769-640-0042,3/3/1959,P,1959
371,3,6285-0087-9928,5/28/2017,674-715-8042,4/18/1959,P,1959
372,3,6288-0720-1082,5/30/2017,394-161-1669,6/4/1959,P,1959
373,3,6285-0493-7504,6/1/2017,725-904-0851,7/20/1959,P,1959
374,3,6287-0754-9821,6/3/2017,462-004-9564,9/5/1959,P,1959
375,3,6284-0549-9640,6/6/2017,808-869-9639,10/22/1959,P,1959
376,3,6287-0687-9089,6/8/2017,762-633-0333,12/7/1959,P,1959
377,3,6286-0046-4938,6/10/2017,592-412-5994,1/23/1960,P,1960
378,3,6283-0761-1635,6/12/2017,015-632-6747,3/9/1960,P,1960
379,3,6289-0793-4791,6/14/2017,188-409-0349,4/25/1960,P,1960
380,3,6283-0426-4804,6/16/2017,837-424-6525,6/11/1960,P,1960
381,3,6280-0260-6534,6/18/2017,407-580-6600,7/27/1960,P,1960
382,3,6285-0662-3090,6/20/2017,736-765-8412,9/12/1960,P,1960
383,3,6281-0780-7547,6/22/2017,183-212-8969,10/28/1960,P,1960
384,3,6287-0389-2623,6/24/2017,998-034-0664,12/14/1960,P,1960
385,3,6280-0613-2867,6/26/2017,399-990-7145,1/30/1961,P,1961
386,3,6289-0471-6348,6/28/2017,652-834-7981,3/17/1961,P,1961
387,3,6286-0658-8393,6/30/2017,404-679-2554,5/3/1961,P,1961
388,3,6285-0318-4053,7/2/2017,805-724-6813,6/18/1961,P,1961
389,3,6286-0651-1479,7/5/2017,789-571-0596,8/4/1961,P,1961
390,3,6285-0014-4849,7/7/2017,792-255-1821,9/20/1961,P,1961
391,3,6285-0256-7386,7/9/2017,338-278-3067,11/5/1961,P,1961
392,3,6281-0833-9793,7/11/2017,682-247-2781,12/22/1961,P,1961
393,3,6282-0609-3470,7/13/2017,545-467-3850,2/6/1962,P,1962
394,3,6284-0504-4139,7/15/2017,983-776-8983,3/25/1962,P,1962
395,3,6280-0877-5471,7/17/2017,592-703-3354,5/11/1962,P,1962
396,3,6283-0719-2137,7/19/2017,499-614-8312,6/26/1962,P,1962
397,3,6286-0340-0628,7/21/2017,103-192-4069,8/12/1962,P,1962
398,3,6282-0184-2858,7/23/2017,832-989-7707,9/27/1962,P,1962
399,3,6282-0190-7486,7/25/2017,880-584-9921,11/13/1962,P,1962
400,3,6286-0736-0537,7/27/2017,529-505-2729,12/30/1962,P,1962
401,3,6287-0783-0341,7/29/2017,712-350-1572,2/14/1963,P,1963
402,3,6287-0657-9918,7/31/2017,096-351-5369,4/2/1963,P,1963
403,3,6281-0810-3236,8/2/2017,682-557-1438,5/18/1963,P,1963
404,3,6281-0388-7124,8/5/2017,280-484-7631,7/4/1963,P,1963
405,3,6283-0678-4514,8/7/2017,598-663-3302,8/20/1963,P,1963
406,3,6285-0146-1681,8/9/2017,210-322-9268,10/5/1963,P,1963
407,3,6289-0723-4431,8/11/2017,344-473-6312,11/21/1963,P,1963
408,3,6281-0120-1541,8/13/2017,328-277-7321,1/6/1964,P,1964
409,3,6289-0138-5017,8/15/2017,048-747-7825,2/22/1964,P,1964
410,3,6288-0096-0466,8/17/2017,602-997-0035,4/9/1964,P,1964
411,3,6287-0699-8434,8/19/2017,049-029-2163,5/25/1964,P,1964
412,3,6285-0247-1728,8/21/2017,729-646-1949,7/11/1964,P,1964
413,3,6287-0510-8905,8/23/2017,609-427-2295,8/26/1964,P,1964
414,3,6284-0304-2267,8/25/2017,079-853-7022,10/12/1964,P,1964
415,3,6282-0110-7809,8/27/2017,768-960-1547,11/28/1964,P,1964
416,3,6287-0323-2342,8/29/2017,802-145-4119,1/13/1965,P,1965
417,3,6288-0034-7336,8/31/2017,806-379-1972,3/1/1965,P,1965
418,3,6282-0445-5743,9/2/2017,084-428-4672,4/16/1965,P,1965
419,3,6281-0881-2423,9/5/2017,430-854-4973,6/2/1965,P,1965
420,3,6286-0533-5158,9/7/2017,492-079-1187,7/19/1965,P,1965
421,3,6281-0198-8459,9/9/2017,754-028-1277,9/3/1965,P,1965
422,3,6288-0149-6431,9/11/2017,016-215-0941,10/20/1965,P,1965
423,3,6285-0065-4530,9/13/2017,809-903-2967,12/5/1965,P,1965
424,3,6281-0021-1803,9/15/2017,649-526-6768,1/21/1966,P,1966
425,3,6289-0731-7744,9/17/2017,225-169-1316,3/9/1966,P,1966
426,3,6282-0854-8143,9/19/2017,104-518-3834,4/24/1966,P,1966
427,3,6282-0480-7451,9/21/2017,660-805-8056,6/10/1966,P,1966
428,3,6287-0278-6751,9/23/2017,832-816-2799,7/26/1966,P,1966
429,3,6286-0587-2623,9/25/2017,415-261-1740,9/11/1966,P,1966
430,3,6282-0859-9519,9/27/2017,664-049-9622,10/28/1966,P,1966
431,3,6284-0797-0522,9/29/2017,844-857-6091,12/13/1966,P,1966
432,3,6288-0154-4263,10/1/2017,811-322-5713,1/29/1967,P,1967
433,3,6283-0789-1576,10/3/2017,727-578-9631,3/16/1967,P,1967
434,3,6287-0453-7297,10/6/2017,842-123-1097,5/2/1967,P,1967
435,3,6284-0018-4592,10/8/2017,337-999-5649,6/18/1967,P,1967
436,3,6286-0870-8539,10/10/2017,305-370-8416,8/3/1967,P,1967
437,3,6289-0586-5093,10/12/2017,727-062-2409,9/19/1967,P,1967
438,3,6289-0121-3619,10/14/2017,854-711-7331,11/4/1967,P,1967
439,3,6288-0283-4559,10/16/2017,457-657-7509,12/21/1967,P,1967
440,3,6284-0037-3971,10/18/2017,273-247-5795,2/6/1968,P,1968
441,3,6289-0840-5870,10/20/2017,553-599-0191,3/23/1968,P,1968
442,3,6286-0111-7850,10/22/2017,870-197-5999,5/9/1968,P,1968
443,3,6284-0675-0431,10/24/2017,619-421-5281,6/24/1968,P,1968
444,3,6287-0882-4307,10/26/2017,264-141-9025,8/10/1968,P,1968
445,3,6289-0077-7256,10/28/2017,064-641-8434,9/26/1968,P,1968
446,3,6289-0376-7077,10/30/2017,681-175-5936,11/11/1968,P,1968
447,3,6282-0263-7792,11/1/2017,511-115-1387,12/28/1968,P,1968
448,3,6282-0134-1618,11/3/2017,338-879-0611,2/12/1969,P,1969
449,3,6282-0176-4778,11/6/2017,691-223-3821,3/31/1969,P,1969
450,3,6284-0024-5536,11/8/2017,253-055-7804,5/17/1969,P,1969
451,3,6280-0799-1130,11/10/2017,215-020-6026,7/2/1969,P,1969
452,3,6286-0180-7441,11/12/2017,535-822-3389,8/18/1969,P,1969
453,3,6282-0771-6504,11/14/2017,391-808-7810,10/3/1969,P,1969
454,3,6280-0573-9020,11/16/2017,367-601-5927,11/19/1969,P,1969
455,3,6284-0848-2740,11/18/2017,986-092-3846,1/5/1970,P,1970
456,3,6289-0132-1346,11/20/2017,072-964-4264,2/20/1970,P,1970
457,3,6281-0006-8041,11/22/2017,550-171-0393,4/8/1970,P,1970
458,3,6286-0022-6655,11/24/2017,501-173-8812,5/24/1970,P,1970
459,3,6280-0779-8624,11/26/2017,475-604-1902,7/10/1970,P,1970
460,3,6280-0818-7854,11/28/2017,276-491-8530,8/26/1970,P,1970
461,3,6283-0213-0549,11/30/2017,674-590-8670,10/11/1970,P,1970
462,3,6284-0799-6157,12/2/2017,317-663-8102,11/27/1970,P,1970
463,3,6281-0878-5693,12/5/2017,362-945-7057,1/12/1971,P,1971
464,3,6287-0050-5981,12/7/2017,227-333-8634,2/28/1971,P,1971
465,3,6282-0100-0866,12/9/2017,918-153-0065,4/16/1971,P,1971
466,3,6286-0163-0620,12/11/2017,069-385-5506,6/1/1971,P,1971
467,3,6286-0144-5574,12/13/2017,219-582-1897,7/18/1971,P,1971
468,3,6283-0195-9801,12/15/2017,610-973-3590,9/2/1971,P,1971
469,3,6281-0361-6253,12/17/2017,438-172-0889,10/19/1971,P,1971
470,3,6288-0079-1701,12/19/2017,606-496-9779,12/5/1971,P,1971
471,3,6280-0854-9093,12/21/2017,540-434-5587,1/20/1972,P,1972
472,3,6283-0317-7412,12/23/2017,403-319-5437,3/7/1972,P,1972
473,3,6287-0483-8438,12/25/2017,480-462-0439,4/22/1972,P,1972
474,3,6288-0323-8119,12/27/2017,403-804-7692,6/8/1972,P,1972
475,3,6287-0873-7303,12/29/2017,487-827-5770,7/25/1972,P,1972
476,3,6286-0658-0120,12/31/2017,230-596-2784,9/9/1972,P,1972
477,3,6287-0122-9497,1/2/2018,604-632-2873,10/26/1972,P,1972
478,3,6281-0668-5674,1/5/2018,080-248-5135,12/11/1972,P,1972
479,3,6284-0880-0895,1/7/2018,179-475-7139,1/27/1973,P,1973
480,3,6289-0258-1622,1/9/2018,141-827-3560,3/15/1973,P,1973
481,3,6281-0412-6735,1/11/2018,370-478-7313,4/30/1973,P,1973
482,3,6281-0429-8617,1/13/2018,063-456-2354,6/16/1973,P,1973
483,3,6283-0406-7082,1/15/2018,188-868-8635,8/1/1973,P,1973
484,3,6283-0831-8502,1/17/2018,222-349-6271,9/17/1973,P,1973
485,3,6287-0396-2965,1/19/2018,145-500-9248,11/3/1973,P,1973
486,3,6286-0142-4056,1/21/2018,028-324-8482,12/19/1973,P,1973
487,3,6283-0698-9500,1/23/2018,559-264-8194,2/4/1974,P,1974
488,3,6284-0746-4075,1/25/2018,341-149-9026,3/22/1974,P,1974
489,3,6286-0794-8480,1/27/2018,108-768-6055,5/8/1974,P,1974
490,3,6283-0369-3146,1/29/2018,534-851-2473,6/24/1974,P,1974
491,3,6288-0847-2076,1/31/2018,047-743-7900,8/9/1974,P,1974
492,3,6280-0010-7894,2/2/2018,230-639-5075,9/25/1974,P,1974
493,3,6285-0121-4058,2/5/2018,624-475-0002,11/10/1974,P,1974
494,3,6285-0478-6190,2/7/2018,958-049-5035,12/27/1974,P,1974
495,3,6281-0282-1535,2/9/2018,455-880-2967,2/12/1975,P,1975
496,3,6283-0536-6497,2/11/2018,763-115-2955,3/30/1975,P,1975
497,3,6288-0177-5063,2/13/2018,803-505-8503,5/16/1975,P,1975
498,3,6283-0155-7237,2/15/2018,909-089-1850,7/1/1975,P,1975
499,3,6284-0250-4486,2/17/2018,056-353-0091,8/17/1975,P,1975
500,3,6282-0024-0390,2/19/2018,988-060-6654,10/3/1975,P,1975
501,3,6281-0575-1278,2/21/2018,338-790-4083,11/18/1975,P,1975
502,3,6286-0012-2792,2/23/2018,865-089-6530,1/4/1976,P,1976
503,3,6285-0485-1004,2/25/2018,489-317-0295,2/19/1976,P,1976
504,3,6282-0154-1547,2/27/2018,690-713-8072,4/6/1976,P,1976
505,3,6288-0776-0293,3/1/2018,733-899-4309,5/23/1976,P,1976
506,3,6281-0569-0850,3/3/2018,990-847-6389,7/8/1976,P,1976
507,3,6288-0781-3658,3/5/2018,377-133-9399,8/24/1976,P,1976
508,3,6288-0793-5600,3/8/2018,112-201-0089,10/9/1976,P,1976
509,3,6284-0044-2642,3/10/2018,668-243-4212,11/25/1976,P,1976
510,3,6286-0612-0288,3/12/2018,414-485-8378,1/11/1977,P,1977
511,3,6286-0131-6587,3/14/2018,711-861-0253,2/26/1977,P,1977
512,3,6281-0534-5131,3/16/2018,369-858-8836,4/14/1977,P,1977
513,3,6282-0257-2896,3/18/2018,576-517-9536,5/30/1977,P,1977
514,3,6286-0229-4817,3/20/2018,420-022-7159,7/16/1977,P,1977
515,3,6287-0106-2613,3/22/2018,265-939-0297,9/1/1977,P,1977
516,3,6285-0087-1945,3/24/2018,882-828-2223,10/17/1977,P,1977
517,3,6287-0752-6318,3/26/2018,141-532-5963,12/3/1977,P,1977
518,3,6289-0742-9926,3/28/2018,253-163-2230,1/18/1978,P,1978
519,3,6285-0775-1367,3/30/2018,523-165-2341,3/6/1978,P,1978
520,3,6283-0601-0960,4/1/2018,733-621-2211,4/22/1978,P,1978
521,3,6286-0232-7025,4/3/2018,607-028-4620,6/7/1978,P,1978
522,3,6283-0099-3768,4/5/2018,589-834-9283,7/24/1978,P,1978
523,3,6281-0233-6479,4/8/2018,945-706-3166,9/8/1978,P,1978
524,3,6289-0710-2618,4/10/2018,274-959-5334,10/25/1978,P,1978
525,3,6281-0525-2583,4/12/2018,231-154-3072,12/11/1978,P,1978
526,3,6281-0164-4397,4/14/2018,799-086-7696,1/26/1979,P,1979
527,3,6285-0205-5619,4/16/2018,035-572-4622,3/14/1979,P,1979
528,3,6281-0410-9063,4/18/2018,447-124-2920,4/29/1979,P,1979
529,3,6280-0696-1032,4/20/2018,633-332-7412,6/15/1979,P,1979
530,3,6285-0623-5940,4/22/2018,726-360-1010,8/1/1979,P,1979
531,3,6289-0015-3154,4/24/2018,715-528-8148,9/16/1979,P,1979
532,3,6288-0761-7545,4/26/2018,601-073-7567,11/2/1979,P,1979
533,3,6281-0682-6151,4/28/2018,376-427-8790,12/18/1979,P,1979
534,3,6281-0640-6809,4/30/2018,649-895-8973,2/3/1980,P,1980
535,3,6287-0611-9239,5/2/2018,280-517-4213,3/21/1980,P,1980
536,3,6288-0037-5577,5/4/2018,850-847-5175,5/6/1980,P,1980
537,3,6284-0369-7222,5/6/2018,779-915-2360,6/22/1980,P,1980
538,3,6280-0110-0920,5/9/2018,942-466-6471,8/7/1980,P,1980
539,3,6283-0413-3141,5/11/2018,223-433-9288,9/23/1980,P,1980
540,3,6281-0413-3209,5/13/2018,113-524-2265,11/9/1980,P,1980
541,3,6281-0661-4078,5/15/2018,114-001-5060,12/25/1980,P,1980
542,3,6289-0164-4161,5/17/2018,565-859-8943,2/10/1981,P,1981
543,3,6286-0530-2169,5/19/2018,795-769-9903,3/28/1981,P,1981
544,3,6284-0766-4200,5/21/2018,036-201-4795,5/14/1981,P,1981
545,3,6284-0508-6411,5/23/2018,294-150-5257,6/30/1981,P,1981
546,3,6282-0440-6070,5/25/2018,128-485-2628,8/15/1981,P,1981
547,3,6284-0853-4561,5/27/2018,447-380-8212,10/1/1981,P,1981
548,3,6285-0539-2215,5/29/2018,878-481-9768,11/16/1981,P,1981
549,3,6284-0530-1001,5/31/2018,832-222-8038,1/2/1982,P,1982
550,3,6280-0547-2571,6/2/2018,631-803-0191,2/18/1982,P,1982
551,3,6285-0887-4691,6/4/2018,745-477-0952,4/5/1982,P,1982
552,3,6282-0580-5647,6/7/2018,015-818-4557,5/22/1982,P,1982
553,3,6287-0036-7167,6/9/2018,134-851-9585,7/7/1982,P,1982
554,3,6289-0540-4190,6/11/2018,925-833-0197,8/23/1982,P,1982
555,3,6284-0230-6615,6/13/2018,275-011-9087,10/9/1982,P,1982
556,3,6287-0225-8952,6/15/2018,615-958-2420,11/24/1982,P,1982
557,3,6283-0643-6567,6/17/2018,310-298-0777,1/10/1983,P,1983
558,3,6285-0752-4925,6/19/2018,816-924-9433,2/25/1983,P,1983
559,3,6285-0039-7522,6/21/2018,492-394-5203,4/13/1983,P,1983
560,3,6280-0271-9442,6/23/2018,018-458-8775,5/30/1983,P,1983
561,3,6289-0263-5916,6/25/2018,969-743-9079,7/15/1983,P,1983
562,3,6283-0667-4039,6/27/2018,846-733-6647,8/31/1983,P,1983
563,3,6284-0318-3180,6/29/2018,365-267-6335,10/16/1983,P,1983
564,3,6286-0828-4196,7/1/2018,477-092-6304,12/2/1983,P,1983
565,3,6286-0116-9644,7/3/2018,749-327-8462,1/18/1984,P,1984
566,3,6280-0193-8652,7/5/2018,840-084-8407,3/4/1984,P,1984
567,3,6288-0661-4078,7/8/2018,004-419-5267,4/20/1984,P,1984
568,3,6283-0315-8145,7/10/2018,741-255-7749,6/5/1984,P,1984
569,3,6281-0765-4844,7/12/2018,399-713-7814,7/22/1984,P,1984
570,3,6287-0172-5439,7/14/2018,731-281-0199,9/7/1984,P,1984
571,3,6289-0757-5972,7/16/2018,911-087-4068,10/23/1984,P,1984
572,3,6289-0116-0791,7/18/2018,592-027-9254,12/9/1984,P,1984
573,3,6280-0443-8813,7/20/2018,126-181-1670,1/24/1985,P,1985
574,3,6287-0469-8548,7/22/2018,023-868-4158,3/12/1985,P,1985
575,3,6287-0341-7550,7/24/2018,071-486-7997,4/28/1985,P,1985
576,3,6280-0027-9075,7/26/2018,039-854-4514,6/13/1985,P,1985
577,3,6286-0232-2406,7/28/2018,051-902-7649,7/30/1985,P,1985
578,3,6280-0699-1777,7/30/2018,079-440-8039,9/14/1985,P,1985
579,3,6281-0745-1939,8/1/2018,051-934-5139,10/31/1985,P,1985
580,3,6286-0223-8693,8/3/2018,554-443-6196,12/17/1985,P,1985
581,3,6289-0766-1821,8/5/2018,642-372-3063,2/1/1986,P,1986
582,3,6283-0127-2554,8/8/2018,545-362-8532,3/20/1986,P,1986
583,3,6282-0523-7004,8/10/2018,718-543-8498,5/5/1986,P,1986
584,3,6286-0260-6223,8/12/2018,289-492-3516,6/21/1986,P,1986
585,3,6284-0204-8147,8/14/2018,112-834-4519,8/7/1986,P,1986
586,3,6286-0530-0823,8/16/2018,195-848-8911,9/22/1986,P,1986
587,3,6285-0007-9029,8/18/2018,900-081-0361,11/8/1986,P,1986
588,3,6284-0247-0811,8/20/2018,038-606-1727,12/24/1986,P,1986
589,3,6288-0123-7763,8/22/2018,965-870-4747,2/9/1987,P,1987
590,3,6289-0056-1693,8/24/2018,316-255-6156,3/28/1987,P,1987
591,3,6285-0131-5860,8/26/2018,562-112-3270,5/13/1987,P,1987
592,3,6288-0271-3635,8/28/2018,996-012-5651,6/29/1987,P,1987
593,3,6286-0584-4214,8/30/2018,104-835-7068,8/14/1987,P,1987
594,3,6285-0040-0223,9/1/2018,265-499-0943,9/30/1987,P,1987
595,3,6287-0654-0568,9/3/2018,996-942-4265,11/16/1987,P,1987
596,3,6289-0224-2455,9/5/2018,193-960-9032,1/1/1988,P,1988
597,3,6287-0795-9779,9/8/2018,925-270-5493,2/17/1988,P,1988
598,3,6288-0324-0422,9/10/2018,045-914-3248,4/3/1988,P,1988
599,3,6281-0290-3286,9/12/2018,956-795-0328,5/20/1988,P,1988
600,3,6286-0631-9577,9/14/2018,680-424-4546,7/6/1988,P,1988
601,3,6287-0614-9847,9/16/2018,141-707-8775,8/21/1988,P,1988
602,3,6287-0792-1368,9/18/2018,812-398-8304,10/7/1988,P,1988
603,3,6285-0504-6859,9/20/2018,090-072-9980,11/22/1988,P,1988
604,3,6283-0062-7121,9/22/2018,102-192-8157,1/8/1989,P,1989
605,3,6286-0438-4864,9/24/2018,182-494-8353,2/24/1989,P,1989
606,3,6285-0742-3760,9/26/2018,345-038-7791,4/11/1989,P,1989
607,3,6281-0238-6812,9/28/2018,740-146-8683,5/28/1989,P,1989
608,3,6288-0636-3056,9/30/2018,233-278-9925,7/13/1989,P,1989
609,3,6283-0781-7810,10/2/2018,457-755-6512,8/29/1989,P,1989
610,3,6281-0645-1440,10/4/2018,838-101-4531,10/15/1989,P,1989
611,3,6282-0428-2563,10/6/2018,642-160-2662,11/30/1989,P,1989
612,3,6287-0358-1127,10/9/2018,808-506-0308,1/16/1990,P,1990
613,3,6283-0142-4952,10/11/2018,332-284-6296,3/3/1990,P,1990
614,3,6281-0505-4665,10/13/2018,755-773-9794,4/19/1990,P,1990
615,3,6287-0306-3624,10/15/2018,743-995-3305,6/5/1990,P,1990
616,3,6285-0205-9446,10/17/2018,959-072-6835,7/21/1990,P,1990
617,3,6280-0883-7549,10/19/2018,063-325-3545,9/6/1990,P,1990
618,3,6283-0452-8205,10/21/2018,325-159-2628,10/22/1990,P,1990
619,3,6280-0706-2483,10/23/2018,457-533-7185,12/8/1990,P,1990
620,3,6282-0054-8476,10/25/2018,896-334-4229,1/24/1991,P,1991
621,3,6288-0450-1138,10/27/2018,140-433-4547,3/11/1991,P,1991
622,3,6281-0077-4984,10/29/2018,068-209-4821,4/27/1991,P,1991
623,3,6284-0204-3422,10/31/2018,255-107-2193,6/12/1991,P,1991
624,3,6280-0627-0479,11/2/2018,853-730-9705,7/29/1991,P,1991
625,3,6285-0438-4306,11/4/2018,821-769-8203,9/14/1991,P,1991
626,3,6289-0163-2447,11/7/2018,196-200-3938,10/30/1991,P,1991
627,3,6284-0636-7361,11/9/2018,279-763-4837,12/16/1991,P,1991
628,3,6281-0450-4129,11/11/2018,965-030-2866,1/31/1992,P,1992
629,3,6283-0076-6976,11/13/2018,279-251-9582,3/18/1992,P,1992
630,3,6288-0648-0342,11/15/2018,609-346-6777,5/4/1992,P,1992
631,3,6282-0440-4110,11/17/2018,940-465-6124,6/19/1992,P,1992
632,3,6286-0722-9919,11/19/2018,295-416-4863,8/5/1992,P,1992
633,3,6284-0430-7651,11/21/2018,506-376-8984,9/20/1992,P,1992
634,3,6282-0478-0386,11/23/2018,971-827-3957,11/6/1992,P,1992
635,3,6288-0599-9847,11/25/2018,807-319-9750,12/23/1992,P,1992
636,3,6284-0605-9892,11/27/2018,399-870-1581,2/7/1993,P,1993
637,3,6281-0327-7902,11/29/2018,052-293-7156,3/26/1993,P,1993
638,3,6289-0470-5221,12/1/2018,238-092-8457,5/11/1993,P,1993
639,3,6287-0828-0964,12/3/2018,641-750-7331,6/27/1993,P,1993
640,3,6285-0001-9834,12/5/2018,549-713-3864,8/13/1993,P,1993
641,3,6283-0155-9135,12/8/2018,482-357-0499,9/28/1993,P,1993
642,3,6282-0437-9321,12/10/2018,285-950-6136,11/14/1993,P,1993
643,3,6287-0156-4087,12/12/2018,063-456-6250,12/30/1993,P,1993
644,3,6282-0724-8626,12/14/2018,978-862-9633,2/15/1994,P,1994
645,3,6288-0018-9935,12/16/2018,485-104-0753,4/3/1994,P,1994
646,3,6286-0779-5319,12/18/2018,800-001-7765,5/19/1994,P,1994
647,3,6288-0604-2439,12/20/2018,896-935-3477,7/5/1994,P,1994
648,3,6281-0638-6707,12/22/2018,832-931-2351,8/20/1994,P,1994
649,3,6287-0325-5230,12/24/2018,351-816-7450,10/6/1994,P,1994
650,3,6280-0046-4976,12/26/2018,939-707-3228,11/22/1994,P,1994
651,3,6281-0695-1471,12/28/2018,177-126-9571,1/7/1995,P,1995
652,3,6289-0376-6720,12/30/2018,826-646-2923,2/23/1995,P,1995
653,3,6281-0439-8379,1/1/2019,272-162-1372,4/10/1995,P,1995
654,3,6288-0164-4798,1/3/2019,009-447-2155,5/27/1995,P,1995
655,3,6282-0076-1547,1/5/2019,619-050-7156,7/13/1995,P,1995
656,3,6289-0416-4540,1/8/2019,221-284-7954,8/28/1995,P,1995
657,3,6283-0808-0215,1/10/2019,561-117-7711,10/14/1995,P,1995
658,3,6286-0113-7618,1/12/2019,975-593-9980,11/29/1995,P,1995
659,3,6281-0153-5621,1/14/2019,070-445-2715,1/15/1996,P,1996
660,3,6289-0426-3415,1/16/2019,703-569-1850,3/2/1996,P,1996
661,3,6280-0876-9795,1/18/2019,748-493-9350,4/17/1996,P,1996
662,3,6286-0114-7546,1/20/2019,958-009-0774,6/3/1996,P,1996
663,3,6286-0807-5873,1/22/2019,004-928-9777,7/19/1996,P,1996
664,3,6285-0802-1558,1/24/2019,410-846-1380,9/4/1996,P,1996
665,3,6285-0862-2675,1/26/2019,753-629-7354,10/21/1996,P,1996
666,3,6282-0055-2783,1/28/2019,874-262-4997,12/6/1996,P,1996
667,3,6283-0339-9615,1/30/2019,566-963-4370,1/22/1997,P,1997
668,3,6287-0881-0301,2/1/2019,933-562-9576,3/9/1997,P,1997
669,3,6289-0599-2927,2/3/2019,584-081-1026,4/25/1997,P,1997
670,3,6289-0048-9490,2/5/2019,133-209-5837,6/11/1997,P,1997
671,3,6286-0057-3626,2/8/2019,417-827-6696,7/27/1997,P,1997
672,3,6280-0317-9611,2/10/2019,418-349-7984,9/12/1997,P,1997
673,3,6288-0489-6021,2/12/2019,605-368-5924,10/28/1997,P,1997
674,3,6280-0300-6444,2/14/2019,982-661-3991,12/14/1997,P,1997
675,3,6289-0782-2732,2/16/2019,109-939-8270,1/30/1998,P,1998
676,3,6285-0715-2080,2/18/2019,099-744-6263,3/17/1998,P,1998
677,3,6286-0042-0663,2/20/2019,281-633-3721,5/3/1998,P,1998
678,3,6283-0711-5729,2/22/2019,514-256-5105,6/18/1998,P,1998
679,3,6287-0319-2731,2/24/2019,619-988-6223,8/4/1998,P,1998
680,3,6284-0595-8551,2/26/2019,572-027-5635,9/20/1998,P,1998
681,3,6288-0483-2203,2/28/2019,739-297-5663,11/5/1998,P,1998
682,3,6288-0226-7561,3/2/2019,992-393-3531,12/22/1998,P,1998
683,3,6280-0258-7659,3/4/2019,741-320-7166,2/6/1999,P,1999
684,3,6283-0233-8101,3/6/2019,753-129-4149,3/25/1999,P,1999
685,3,6281-0621-5676,3/8/2019,799-510-5352,5/11/1999,P,1999
686,3,6288-0717-0099,3/11/2019,987-647-9321,6/26/1999,P,1999
687,3,6283-0227-6146,3/13/2019,891-053-3654,8/12/1999,P,1999
688,3,6289-0465-6346,3/15/2019,104-237-8780,9/27/1999,P,1999
689,3,6287-0711-0962,3/17/2019,997-117-7572,11/13/1999,P,1999
690,3,6282-0779-8329,3/19/2019,881-810-6934,12/30/1999,P,1999
691,3,6285-0546-5020,3/21/2019,053-717-7223,2/14/2000,P,2000
692,3,6289-0194-4080,3/23/2019,891-499-2656,4/1/2000,P,2000
693,3,6280-0831-1520,3/25/2019,328-054-7349,5/17/2000,P,2000
694,3,6288-0762-0551,3/27/2019,937-738-4888,7/3/2000,P,2000
695,3,6286-0025-7241,3/29/2019,437-381-1817,8/19/2000,P,2000
696,3,6284-0049-9385,3/31/2019,824-243-8808,10/4/2000,P,2000
697,3,6284-0491-2769,4/2/2019,964-739-9482,11/20/2000,P,2000
698,3,6286-0418-8844,4/4/2019,200-936-1529,1/5/2001,P,2001
699,3,6289-0410-6022,4/6/2019,883-136-4327,2/21/2001,P,2001
700,3,6283-0645-3037,4/9/2019,337-201-6353,4/9/2001,P,2001
701,3,6280-0876-6258,1/10/2017,127-289-9961,9/30/1950,L,1950
702,3,6289-0478-5611,1/18/2017,721-800-7676,4/4/1951,L,1951
703,3,6280-0298-3194,1/26/2017,916-386-4370,10/8/1951,L,1951
704,3,6287-0216-1920,2/4/2017,711-278-7766,4/11/1952,L,1952
705,3,6281-0417-6828,2/12/2017,644-583-4372,10/15/1952,L,1952
706,3,6284-0697-4779,2/20/2017,418-245-8996,4/19/1953,L,1953
707,3,6287-0336-1515,2/28/2017,254-619-7592,10/22/1953,L,1953
708,3,6285-0399-2252,3/9/2017,700-200-3911,4/27/1954,L,1954
709,3,6281-0308-8266,3/17/2017,604-887-0367,10/30/1954,L,1954
710,3,6283-0066-9918,3/25/2017,193-050-8566,5/5/1955,L,1955
711,3,6281-0398-6157,4/2/2017,149-047-2796,11/7/1955,L,1955
712,3,6288-0113-7675,4/11/2017,234-000-2982,5/11/1956,L,1956
713,3,6287-0612-4568,4/19/2017,521-846-3043,11/14/1956,L,1956
